97, 3, 0
96, 4, 0
96, 4, 0
96, 4, 0
96, 4, 0
95, 5, 0
95, 5, 0
95, 5, 0
95, 5, 0
95, 5, 0
92, 8, 0
92, 8, 0
92, 8, 0
91, 9, 0
91, 9, 0
91, 9, 0
91, 9, 0
91, 9, 0
91, 9, 0
91, 9, 0
91, 9, 0
90, 10, 0
90, 10, 0
90, 10, 0
90, 10, 0
90, 10, 0
90, 10, 0
90, 10, 0
90, 10, 0
90, 10, 0
90, 10, 0
88, 12, 0
87, 13, 0
87, 13, 0
87, 13, 0
87, 13, 0
87, 13, 0
87, 13, 0
87, 13, 0
87, 13, 0
87, 13, 0
87, 13, 0
85, 15, 0
85, 15, 0
85, 15, 0
85, 15, 0
85, 15, 0
83, 17, 0
83, 17, 0
83, 17, 0
83, 17, 0
83, 17, 0
83, 17, 0
83, 17, 0
83, 17, 0
83, 17, 0
83, 17, 0
83, 17, 0
83, 17, 0
83, 17, 0
82, 18, 0
81, 19, 0
80, 20, 0
80, 20, 0
80, 20, 0
80, 20, 0
80, 20, 0
80, 20, 0
80, 20, 0
79, 21, 0
79, 21, 0
79, 21, 0
79, 21, 0
79, 21, 0
78, 22, 0
78, 22, 0
78, 22, 0
78, 22, 0
78, 22, 0
78, 22, 0
78, 22, 0
78, 22, 0
77, 23, 0
77, 23, 0
77, 23, 0
77, 23, 0
77, 23, 0
77, 23, 0
77, 23, 0
77, 23, 0
77, 23, 0
77, 23, 0
76, 24, 0
76, 24, 0
76, 24, 0
76, 24, 0
75, 25, 0
74, 26, 0
74, 26, 0
74, 26, 0
74, 26, 0
74, 26, 0
72, 28, 0
72, 28, 0
71, 29, 0
71, 29, 0
70, 30, 0
69, 31, 0
69, 31, 0
69, 31, 0
69, 31, 0
69, 31, 0
69, 31, 0
69, 31, 0
68, 32, 0
68, 32, 0
68, 32, 0
68, 32, 0
68, 32, 0
68, 32, 0
68, 32, 0
68, 28, 4
68, 28, 4
68, 28, 4
67, 29, 4
67, 28, 5
67, 28, 5
65, 30, 5
65, 30, 5
65, 30, 5
65, 27, 8
64, 28, 8
64, 28, 8
64, 27, 9
62, 29, 9
62, 29, 9
62, 29, 9
62, 29, 9
62, 29, 9
62, 29, 9
62, 29, 9
62, 28, 10
61, 29, 10
61, 29, 10
61, 29, 10
60, 30, 10
59, 31, 10
59, 31, 10
59, 31, 10
58, 32, 10
57, 33, 10
57, 31, 12
57, 30, 13
57, 30, 13
57, 30, 13
57, 30, 13
55, 32, 13
55, 32, 13
55, 32, 13
55, 32, 13
55, 32, 13
55, 32, 13
55, 30, 15
55, 30, 15
54, 31, 15
54, 31, 15
54, 31, 15
54, 29, 17
54, 29, 17
54, 29, 17
54, 29, 17
54, 29, 17
54, 29, 17
54, 29, 17
54, 29, 17
54, 29, 17
54, 29, 17
54, 29, 17
54, 29, 17
54, 29, 17
54, 28, 18
54, 27, 19
54, 26, 20
53, 27, 20
52, 28, 20
52, 28, 20
52, 28, 20
52, 28, 20
51, 29, 20
51, 28, 21
51, 28, 21
51, 28, 21
51, 28, 21
50, 29, 21
49, 29, 22
49, 29, 22
49, 29, 22
46, 32, 22
46, 32, 22
46, 32, 22
46, 32, 22
46, 32, 22
46, 31, 23
46, 31, 23
46, 31, 23
46, 31, 23
45, 32, 23
45, 32, 23
45, 32, 23
45, 32, 23
45, 32, 23
45, 32, 23
45, 31, 24
45, 31, 24
45, 31, 24
44, 32, 24
44, 31, 25
44, 30, 26
44, 30, 26
43, 31, 26
43, 31, 26
42, 32, 26
41, 31, 28
39, 33, 28
39, 32, 29
37, 34, 29
37, 33, 30
37, 32, 31
37, 32, 31
37, 32, 31
37, 32, 31
37, 32, 31
37, 32, 31
37, 32, 31
37, 31, 32
37, 31, 32
37, 31, 32
37, 31, 32
37, 31, 32
35, 33, 32
35, 33, 32
35, 33, 32
34, 34, 32
33, 35, 32
33, 34, 33
33, 34, 33
33, 34, 33
33, 32, 35
33, 32, 35
33, 32, 35
33, 32, 35
33, 31, 36
33, 31, 36
33, 31, 36
33, 29, 38
33, 29, 38
33, 29, 38
33, 29, 38
33, 29, 38
33, 29, 38
33, 29, 38
33, 29, 38
33, 28, 39
33, 28, 39
33, 28, 39
33, 27, 40
33, 26, 41
33, 26, 41
33, 26, 41
32, 26, 42
32, 25, 43
32, 25, 43
31, 26, 43
31, 26, 43
31, 26, 43
31, 26, 43
29, 26, 45
29, 26, 45
29, 26, 45
29, 26, 45
29, 26, 45
28, 27, 45
28, 27, 45
28, 27, 45
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 27, 46
27, 26, 47
27, 25, 48
27, 25, 48
27, 25, 48
27, 25, 48
27, 24, 49
26, 25, 49
25, 26, 49
25, 26, 49
25, 26, 49
25, 25, 50
25, 24, 51
25, 24, 51
25, 24, 51
25, 21, 54
25, 21, 54
25, 21, 54
25, 21, 54
25, 21, 54
25, 21, 54
25, 21, 54
25, 21, 54
25, 21, 54
25, 20, 55
24, 21, 55
24, 21, 55
24, 21, 55
24, 21, 55
24, 21, 55
24, 21, 55
24, 21, 55
24, 21, 55
24, 20, 56
24, 20, 56
24, 20, 56
24, 20, 56
24, 19, 57
24, 19, 57
24, 18, 58
24, 17, 59
24, 15, 61
24, 15, 61
24, 13, 63
24, 13, 63
24, 13, 63
24, 13, 63
24, 13, 63
24, 13, 63
23, 14, 63
22, 15, 63
22, 15, 63
22, 15, 63
22, 15, 63
22, 15, 63
22, 15, 63
22, 15, 63
22, 13, 65
22, 13, 65
22, 13, 65
22, 12, 66
22, 11, 67
21, 12, 67
21, 12, 67
21, 12, 67
21, 12, 67
21, 12, 67
21, 12, 67
21, 12, 67
21, 12, 67
21, 12, 67
20, 13, 67
20, 13, 67
20, 13, 67
20, 13, 67
19, 14, 67
19, 14, 67
19, 14, 67
19, 14, 67
19, 14, 67
19, 14, 67
19, 14, 67
18, 15, 67
18, 15, 67
18, 15, 67
18, 15, 67
18, 15, 67
18, 14, 68
18, 14, 68
18, 14, 68
18, 13, 69
18, 13, 69
18, 13, 69
18, 13, 69
18, 11, 71
18, 11, 71
18, 11, 71
18, 11, 71
17, 12, 71
17, 11, 72
17, 11, 72
17, 11, 72
17, 10, 73
17, 10, 73
17, 10, 73
17, 10, 73
17, 10, 73
17, 10, 73
17, 10, 73
17, 10, 73
