99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
99, 1, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
98, 2, 0
97, 3, 0
97, 3, 0
97, 3, 0
97, 3, 0
97, 3, 0
97, 3, 0
97, 3, 0
97, 3, 0
97, 3, 0
97, 3, 0
97, 3, 0
97, 2, 1
97, 2, 1
96, 3, 1
96, 3, 1
96, 3, 1
96, 3, 1
96, 3, 1
96, 3, 1
96, 3, 1
96, 3, 1
96, 3, 1
96, 3, 1
96, 3, 1
96, 3, 1
96, 3, 1
96, 3, 1
96, 3, 1
95, 4, 1
95, 4, 1
95, 4, 1
95, 4, 1
95, 4, 1
95, 4, 1
95, 4, 1
95, 4, 1
95, 4, 1
95, 4, 1
95, 4, 1
95, 4, 1
95, 4, 1
95, 4, 1
94, 5, 1
94, 5, 1
94, 5, 1
94, 5, 1
94, 5, 1
94, 5, 1
94, 5, 1
94, 5, 1
94, 5, 1
94, 5, 1
94, 5, 1
93, 6, 1
93, 6, 1
92, 7, 1
92, 7, 1
92, 7, 1
92, 7, 1
91, 8, 1
91, 8, 1
91, 8, 1
91, 8, 1
91, 8, 1
91, 8, 1
91, 8, 1
91, 8, 1
91, 8, 1
91, 8, 1
91, 8, 1
91, 8, 1
91, 8, 1
90, 9, 1
90, 9, 1
90, 9, 1
90, 9, 1
90, 9, 1
89, 10, 1
89, 10, 1
89, 10, 1
89, 10, 1
89, 10, 1
89, 10, 1
89, 10, 1
89, 10, 1
89, 10, 1
89, 10, 1
86, 13, 1
86, 13, 1
86, 13, 1
86, 13, 1
85, 14, 1
85, 14, 1
85, 14, 1
85, 14, 1
85, 14, 1
84, 15, 1
84, 15, 1
83, 16, 1
83, 16, 1
81, 18, 1
81, 18, 1
79, 20, 1
79, 19, 2
79, 19, 2
79, 19, 2
79, 19, 2
78, 20, 2
78, 20, 2
77, 21, 2
77, 21, 2
77, 21, 2
77, 21, 2
77, 21, 2
77, 21, 2
77, 21, 2
77, 21, 2
77, 21, 2
76, 22, 2
76, 22, 2
76, 21, 3
76, 21, 3
76, 21, 3
76, 21, 3
76, 21, 3
76, 21, 3
76, 21, 3
75, 22, 3
75, 22, 3
75, 22, 3
75, 22, 3
74, 23, 3
74, 23, 3
73, 23, 4
73, 23, 4
72, 24, 4
72, 24, 4
72, 24, 4
72, 24, 4
72, 24, 4
72, 24, 4
72, 24, 4
72, 24, 4
72, 24, 4
72, 24, 4
72, 24, 4
71, 25, 4
71, 25, 4
71, 24, 5
70, 25, 5
70, 25, 5
70, 25, 5
70, 25, 5
70, 25, 5
70, 25, 5
70, 25, 5
69, 26, 5
69, 26, 5
69, 26, 5
68, 27, 5
67, 28, 5
67, 28, 5
66, 28, 6
66, 28, 6
66, 28, 6
66, 28, 6
66, 28, 6
66, 28, 6
66, 28, 6
65, 29, 6
65, 29, 6
65, 29, 6
65, 29, 6
64, 29, 7
64, 29, 7
64, 28, 8
64, 28, 8
63, 29, 8
63, 29, 8
63, 28, 9
63, 28, 9
63, 28, 9
63, 28, 9
63, 28, 9
63, 28, 9
63, 28, 9
63, 28, 9
63, 28, 9
63, 28, 9
63, 28, 9
63, 28, 9
63, 28, 9
63, 27, 10
61, 29, 10
61, 29, 10
61, 29, 10
61, 29, 10
61, 28, 11
61, 28, 11
59, 30, 11
59, 30, 11
59, 30, 11
59, 30, 11
59, 30, 11
58, 31, 11
58, 31, 11
58, 31, 11
58, 28, 14
57, 29, 14
57, 29, 14
57, 29, 14
57, 28, 15
57, 28, 15
57, 28, 15
